train_rewards,train_test_episodes,eval_info_avarage_normalized_performance,train_info_sum_normalized_performance,eval_info_avarage_performance,eval_info_sum_normalized_performance,num_steps,eval_info_sum_performance,train_info_avarage_performance,train_test_rewards,train_info_avarage_normalized_performance,num_episodes,eval_info_final_performance,train_info_final_normalized_performance,train_info_sum_performance,eval_info_final_normalized_performance,eval_test_rewards,eval_test_episodes,train_info_final_performance,kl_loss,reward_loss,observation_loss
22.048996913580243,9,0.20270061,19.67072,0.20270061,20.27006,1391,20.27006,0.19670719,19.67071759259259,0.19670719,14,0.23630401,0.22569445,19.67072,0.23630401,20.27006172839505,18,0.22569445,3.0,0.006806640732102096,929.4742207336426
17.703800154320987,,,,,,2282,,,,,23,,,,,,,,3.3356838488578795,0.014611333413049578,195.6918960571289
2.671778549382711,,,,,,3173,,,,,32,,,,,,,,4.352308020591736,0.010214515882544219,116.85075973510742
2.3307291666666696,,,,,,4064,,,,,41,,,,,,,,4.344362347126007,0.00835595115320757,73.48982517242432
2.972125771604933,,,,,,4955,,,,,50,,,,,,,,4.683053367137909,0.008715949752368033,83.95091484069825
22.972993827160508,,,,,,5846,,,,,59,,,,,,,,5.833729863166809,0.0071015386097133155,78.50032665252685
26.38088348765433,,,,,,6737,,,,,68,,,,,,,,5.343733930587769,0.004951043340843171,59.01549011230469
25.51224922839506,,,,,,7628,,,,,77,,,,,,,,5.3582261943817135,0.007510280308779329,57.99079998016357
18.876736111111104,,,,,,8519,,,,,86,,,,,,,,5.249168367385864,0.006134382903110236,55.365427856445315
8.608024691358018,,,,,,9410,,,,,95,,,,,,,,5.189673204421997,0.005327521257568151,56.96657558441162
54.638117283950606,27,0.5756723,53.82147,0.5756723,57.56722,10301,57.56722,0.5382147,53.82146990740742,0.5382147,104,0.70264274,0.677662,53.82147,0.70264274,57.56722608024691,36,0.677662,5.075641932487488,0.0044066272163763645,52.5029118347168
62.363908179012356,,,,,,11192,,,,,113,,,,,,,,4.856703963279724,0.004820654848590494,49.834189338684084
1.1151620370370372,,,,,,12083,,,,,122,,,,,,,,4.780158224105835,0.004565512994304299,47.020645179748534
66.03530092592592,,,,,,12974,,,,,131,,,,,,,,4.670906248092652,0.003924388436134904,43.97852745056152
33.853491512345656,,,,,,13865,,,,,140,,,,,,,,4.559127831459046,0.003867915361188352,42.116833992004395
60.21518132716052,,,,,,14756,,,,,149,,,,,,,,4.5760267639160155,0.0043895644531585275,42.1760969543457
41.52141203703704,,,,,,15647,,,,,158,,,,,,,,4.490823073387146,0.00416277905460447,40.461467247009274
57.132330246913575,,,,,,16538,,,,,167,,,,,,,,4.495994167327881,0.003914284820202738,41.18289821624756
30.37962962962965,,,,,,17429,,,,,176,,,,,,,,4.442357168197632,0.003987568153534084,39.656139335632325
74.10156250000006,,,,,,18320,,,,,185,,,,,,,,4.405836486816407,0.0038267518929205836,39.6060387802124
69.43055555555553,45,0.732364,73.322914,0.732364,73.236404,19211,73.236404,0.73322916,73.32291666666669,0.73322916,194,0.8709491,0.86535496,73.322914,0.8709491,73.23640046296295,54,0.86535496,4.370668349266052,0.003916151800658554,39.25772045135498
59.611979166666664,,,,,,20102,,,,,203,,,,,,,,4.296561014652252,0.003835979395080358,37.213863639831544
46.5376157407407,,,,,,20993,,,,,212,,,,,,,,4.270380654335022,0.0036185604822821914,36.691697406768796
73.94984567901237,,,,,,21884,,,,,221,,,,,,,,4.3016367793083194,0.0037055373610928653,37.199211769104004
42.45100308641975,,,,,,22775,,,,,230,,,,,,,,4.283146145343781,0.0034020807151682675,36.99056365966797
55.55343364197528,,,,,,23666,,,,,239,,,,,,,,4.286830704212189,0.0033284483547322452,36.585546855926516
68.20630787037037,,,,,,24557,,,,,248,,,,,,,,4.258457808494568,0.003472980996593833,35.65006690979004
72.88898533950622,,,,,,25448,,,,,257,,,,,,,,4.235560865402221,0.0033438367722555995,35.44845447540283
69.94376929012346,,,,,,26339,,,,,266,,,,,,,,4.218046679496765,0.0034782599308528007,34.59725004196167
66.04600694444446,,,,,,27230,,,,,275,,,,,,,,4.207213203907013,0.0031281671090982854,34.00153558731079
75.04079861111113,63,0.68674576,65.01187,0.68674576,68.67458,28121,68.67458,0.6501185,65.011863425926,0.6501185,284,0.8161651,0.7531829,65.01187,0.8161651,68.674575617284,72,0.7531829,4.165581653118133,0.0033088817936368286,33.22943857192993
50.16348379629633,,,,,,29012,,,,,293,,,,,,,,4.144048864841461,0.003201213008724153,32.821103687286374
75.60638503086419,,,,,,29903,,,,,302,,,,,,,,4.126483778953553,0.002969075303990394,31.87784101486206
73.5733989197531,,,,,,30794,,,,,311,,,,,,,,4.108194856643677,0.003028046153485775,31.929865646362305
65.79060570987657,,,,,,31685,,,,,320,,,,,,,,4.072185065746307,0.002936746466439217,31.15050344467163
68.91878858024693,,,,,,32576,,,,,329,,,,,,,,4.063146605491638,0.002975209881551564,30.255901050567626
68.87181712962959,,,,,,33467,,,,,338,,,,,,,,4.055182592868805,0.002864944627508521,30.480913982391357
70.5063657407407,,,,,,34358,,,,,347,,,,,,,,4.031823046207428,0.0030257172393612563,30.094489574432373
68.19077932098764,,,,,,35249,,,,,356,,,,,,,,4.007890079021454,0.002995930532924831,30.017783279418946
63.66097608024692,,,,,,36140,,,,,365,,,,,,,,4.021573066711426,0.0027567291189916432,29.313271369934082
65.24807098765427,81,0.620897,70.082184,0.620897,62.089703,37031,62.089703,0.7008217,70.08217592592598,0.7008217,374,0.7251157,0.7994792,70.082184,0.7251157,62.089699074074055,90,0.7994792,4.012621202468872,0.002867613462731242,29.427573566436767
63.63474151234568,,,,,,37922,,,,,383,,,,,,,,3.989438097476959,0.0028314627963118254,29.20890531539917
55.02121913580246,,,,,,38813,,,,,392,,,,,,,,3.9960781121253968,0.002580998439807445,28.86360305786133
67.69560185185186,,,,,,39704,,,,,401,,,,,,,,3.994726059436798,0.0030098006571643056,29.359645347595215
63.23003472222225,,,,,,40595,,,,,410,,,,,,,,3.9434894514083862,0.002568945405073464,28.16924055099487
76.5167824074074,,,,,,41486,,,,,419,,,,,,,,3.947926952838898,0.002739974941359833,28.30941719055176
66.89072145061726,,,,,,42377,,,,,428,,,,,,,,3.9679197692871093,0.002853048291290179,28.646295337677003
69.2171103395061,,,,,,43268,,,,,437,,,,,,,,3.9530419278144837,0.0028457868506666273,28.405797481536865
68.14978780864197,,,,,,44159,,,,,446,,,,,,,,3.927661077976227,0.0027127503813244402,27.903425559997558
62.03983410493825,,,,,,45050,,,,,455,,,,,,,,3.904191966056824,0.002648973299656063,27.618293437957764
70.60522762345677,99,0.6293548,74.2256,0.6293548,62.93548,45941,62.93548,0.742256,74.2255979938272,0.742256,464,0.7100694,0.8439429,74.2256,0.7100694,62.935474537037,108,0.8439429,3.911979489326477,0.002488007197389379,27.210164585113525
74.85185185185179,,,,,,46832,,,,,473,,,,,,,,3.9141193270683288,0.0025505247351247816,27.525343933105468
70.25260416666659,,,,,,47723,,,,,482,,,,,,,,3.9014733624458313,0.002449708766071126,27.055034465789795
65.87509645061728,,,,,,48614,,,,,491,,,,,,,,3.8820566177368163,0.0025068500533234326,27.10474298477173
69.52758487654322,,,,,,49505,,,,,500,,,,,,,,3.8945807814598083,0.0025685465754941104,26.942936210632325
68.17746913580247,,,,,,50396,,,,,509,,,,,,,,3.8859037733078003,0.0024362439557444305,26.70716157913208
68.64602623456787,,,,,,51287,,,,,518,,,,,,,,3.873932783603668,0.002312378556234762,26.049023246765138
70.55806327160492,,,,,,52178,,,,,527,,,,,,,,3.85677570104599,0.0024775407719425857,26.348202533721924
72.28124999999994,,,,,,53069,,,,,536,,,,,,,,3.868026592731476,0.002370324976509437,26.393737545013426
65.95273919753089,,,,,,53960,,,,,545,,,,,,,,3.8342745089530945,0.0023716764827258884,26.123522930145263
67.4832175925926,117,0.62368435,66.439804,0.62368435,62.368443,54851,62.368443,0.6643982,66.43981481481481,0.6643982,554,0.69936347,0.74286264,66.439804,0.69936347,62.36844135802475,126,0.74286264,3.8483834409713746,0.0022767387190833687,26.023581829071045
57.00761959876541,,,,,,55742,,,,,563,,,,,,,,3.845379831790924,0.002257420107489452,26.13862720489502
65.50607638888894,,,,,,56633,,,,,572,,,,,,,,3.8413594698905946,0.0022290558472741395,25.618553638458252
68.69859182098767,,,,,,57524,,,,,581,,,,,,,,3.8292950963974,0.0024440718721598386,26.106998119354248
69.7168209876543,,,,,,58415,,,,,590,,,,,,,,3.81198046207428,0.0023980763216968626,25.546648616790772
71.89535108024694,,,,,,59306,,,,,599,,,,,,,,3.812304444313049,0.0021924683602992444,25.412390460968016
67.42920524691355,,,,,,60197,,,,,608,,,,,,,,3.8070945739746094,0.002303129134234041,25.515515747070314
66.23765432098763,,,,,,61088,,,,,617,,,,,,,,3.797247793674469,0.00208780528861098,24.83768123626709
68.18152006172835,,,,,,61979,,,,,626,,,,,,,,3.8006863307952883,0.002308939846698195,25.23037040710449
68.05295138888894,,,,,,62870,,,,,635,,,,,,,,3.8129352021217344,0.0023708677059039473,25.58382230758667
57.98418209876542,135,0.63926506,66.15885,0.63926506,63.926506,63761,63.926506,0.66158855,66.15885416666667,0.66158855,644,0.6876929,0.72270447,66.15885,0.6876929,63.92650462962969,144,0.72270447,3.7854772186279297,0.002234049087855965,24.81548469543457
65.90152391975306,,,,,,64652,,,,,653,,,,,,,,3.803980598449707,0.002497918703593314,25.219713001251222
59.86738040123456,,,,,,65543,,,,,662,,,,,,,,3.7602574467658996,0.00211180683108978,24.46032554626465
62.25761959876546,,,,,,66434,,,,,671,,,,,,,,3.776941013336182,0.0023170724255032835,25.214475250244142
65.68508873456788,,,,,,67325,,,,,680,,,,,,,,3.763496594429016,0.0019675807387102397,24.320457134246826
71.94984567901237,,,,,,68216,,,,,689,,,,,,,,3.7547853279113768,0.0020768639526795598,24.70009183883667
61.63252314814814,,,,,,69107,,,,,698,,,,,,,,3.750148847103119,0.002000539907021448,24.272705612182616
59.908468364197574,,,,,,69998,,,,,707,,,,,,,,3.742240209579468,0.0021317541145253927,24.143951930999755
72.47000385802474,,,,,,70889,,,,,716,,,,,,,,3.7484942364692686,0.0020309273118618875,24.12124370574951
69.16184413580245,,,,,,71780,,,,,725,,,,,,,,3.7461803460121157,0.001960396054200828,24.264885292053222
71.05526620370372,153,0.71020454,72.03125,0.71020454,71.02045,72671,71.02045,0.7203125,72.03124999999999,0.7203125,734,0.7663001,0.77700615,72.03125,0.7663001,71.0204475308642,162,0.77700615,3.7371800255775454,0.002019244731636718,23.946113090515137
2.5929783950617247,,,,,,73562,,,,,743,,,,,,,,3.8497432923316954,0.002727257334627211,25.41489459991455
65.42737268518523,,,,,,74453,,,,,752,,,,,,,,3.8810306072235106,0.003463096076156944,28.442462043762205
71.77478780864197,,,,,,75344,,,,,761,,,,,,,,3.737429404258728,0.0021098436065949498,24.393188133239747
61.97868441358022,,,,,,76235,,,,,770,,,,,,,,3.713507595062256,0.0019481140782590955,23.860683212280275
67.19116512345687,,,,,,77126,,,,,779,,,,,,,,3.713981857299805,0.0019026419497095049,23.588697967529296
74.10696373456788,,,,,,78017,,,,,788,,,,,,,,3.7298135590553283,0.002050519457552582,23.923806037902832
72.47444058641977,,,,,,78908,,,,,797,,,,,,,,3.7154480409622193,0.0020584019587840886,24.00456064224243
75.12962962962959,,,,,,79799,,,,,806,,,,,,,,3.7045221877098085,0.0019126698409672827,23.39918130874634
72.0757137345679,,,,,,80690,,,,,815,,,,,,,,3.7173928570747377,0.001943266341695562,23.557514190673828
77.46682098765424,171,0.66678536,61.454086,0.66678536,66.67853,81581,66.67853,0.6145409,61.454089506172835,0.6145409,824,0.70920146,0.65547836,61.454086,0.70920146,66.6785300925926,180,0.65547836,3.69993350982666,0.0019452343857847155,23.289467220306395
64.71903935185183,,,,,,82472,,,,,833,,,,,,,,3.6824045038223265,0.001952891336986795,23.015117683410644
75.76070601851852,,,,,,83363,,,,,842,,,,,,,,3.6891994857788086,0.0019914534711278973,23.15469938278198
48.997299382716044,,,,,,84254,,,,,851,,,,,,,,3.6662588357925414,0.0020278909057378767,22.78614709854126
