observation_loss,train_info_avarage_neg_fixation_dist,eval_info_avarage_normalized_performance,train_info_final_neg_fixation_dist,eval_info_sum_neg_group_dist,eval_info_sum_performance,train_info_avarage_normalized_performance,eval_info_final_performance,eval_info_final_neg_fixation_dist,train_info_sum_neg_fixation_dist,train_test_episodes,train_info_final_normalized_performance,num_steps,eval_info_final_normalized_performance,train_info_sum_performance,train_test_rewards,eval_info_avarage_neg_fixation_dist,train_info_final_neg_group_dist,train_rewards,eval_test_episodes,eval_test_rewards,eval_info_avarage_performance,train_info_avarage_neg_group_dist,train_info_final_performance,reward_loss,num_episodes,train_info_avarage_performance,train_info_sum_normalized_performance,eval_info_final_neg_group_dist,eval_info_avarage_neg_group_dist,eval_info_sum_neg_fixation_dist,eval_info_sum_normalized_performance,train_info_sum_neg_group_dist,kl_loss
2418.006218261719,-0.1343048,-0.28681824,-0.153074,-25.15756,-40.21307,-0.27126443,-0.42674896,-0.14782327,-13.430481,9,-0.32214767,1391,-0.36559668,-39.727016,-39.72701423444575,-0.1254626,-0.22948234,-38.896289463235206,18,-40.21306990077831,-0.4021307,-0.23610437,-0.41317117,0.00702376252724207,14,-0.39727014,-27.126444,-0.24936104,-0.2515756,-12.54626,-28.681824,-23.610435,6.6292318558692935
1446.9406115722657,,,,,,,,,,,,2282,,,,,,-31.55392978406341,,,,,,0.0040173237439012155,23,,,,,,,,7.834923598766327
1188.2243896484374,,,,,,,,,,,,3173,,,,,,-36.82372429979227,,,,,,0.0018116118077159626,32,,,,,,,,4.761972196102143
1294.470919189453,,,,,,,,,,,,4064,,,,,,-33.503703305068626,,,,,,0.0025963566300924866,41,,,,,,,,4.757248442173005
1177.8747442626952,,,,,,,,,,,,4955,,,,,,-37.26167267693632,,,,,,0.0023592648797057334,50,,,,,,,,4.3800539207458495
1116.1165692138673,,,,,,,,,,,,5846,,,,,,-30.961437597446597,,,,,,0.0026254801175673494,59,,,,,,,,4.450894672870636
951.9225866699219,,,,,,,,,,,,6737,,,,,,-31.833088155694085,,,,,,0.0016020689536526333,68,,,,,,,,3.7189169979095458
937.4648602294922,,,,,,,,,,,,7628,,,,,,-31.692189616920295,,,,,,0.0013999149094161111,77,,,,,,,,4.213359971046447
870.6085510253906,,,,,,,,,,,,8519,,,,,,-31.15726317881884,,,,,,0.0013742118342634057,86,,,,,,,,3.5675567102432253
825.1335455322265,,,,,,,,,,,,9410,,,,,,-31.963446187931627,,,,,,0.0009801999961564433,95,,,,,,,,3.377179727554321
819.2615789794922,-0.030031148,-0.014307358,-0.035806015,-30.912788,-31.697104,-0.04769762,-0.3171513,-0.007505474,-3.0031147,27,-0.046595816,10301,-0.014884151,-32.740555,-32.7405505103071,-0.0065359636,-0.28409398,-31.44073244214017,36,-31.697104923044872,-0.31697106,-0.29136813,-0.32706118,0.0008610173718261649,104,-0.32740554,-4.769762,-0.30814472,-0.30912787,-0.65359634,-1.4307355,-29.136814,3.853640999794006
796.1488586425781,,,,,,,,,,,,11192,,,,,,-31.87578113794623,,,,,,0.0009673541340271185,113,,,,,,,,3.908450915813446
785.099331665039,,,,,,,,,,,,12083,,,,,,-32.141191118516986,,,,,,0.000972393905667559,122,,,,,,,,3.6460104465484617
710.4109735107422,,,,,,,,,,,,12974,,,,,,-32.53708913628526,,,,,,0.0008386474335566163,131,,,,,,,,3.4533023929595945
739.0388754272461,,,,,,,,,,,,13865,,,,,,-32.16111705186086,,,,,,0.0007528335491770122,140,,,,,,,,3.547255561351776
677.8984387207031,,,,,,,,,,,,14756,,,,,,-31.496031758878562,,,,,,0.0005861396441832767,149,,,,,,,,3.4271710658073427
678.3629373168945,,,,,,,,,,,,15647,,,,,,-31.25000360939238,,,,,,0.0005395256924566638,158,,,,,,,,3.4843412494659423
630.0908645629883,,,,,,,,,,,,16538,,,,,,-33.05833587519194,,,,,,0.0004939733450373751,167,,,,,,,,3.563306210041046
632.496799621582,,,,,,,,,,,,17429,,,,,,-54.898657271870405,,,,,,0.0007555753902670403,176,,,,,,,,3.4233763122558596
683.1724237060547,,,,,,,,,,,,18320,,,,,,-33.15302033287011,,,,,,0.0030611347997364646,185,,,,,,,,3.7305898213386537
686.7755065917969,0.0,0.0,0.0,-31.25,-31.25,0.0,-0.3125,0.0,0.0,45,0.0,19211,0.0,-31.25,-31.25,0.0,-0.3125,-31.25,54,-31.25,-0.3125,-0.3125,-0.3125,0.006607112788788072,194,-0.3125,0.0,-0.3125,-0.3125,0.0,0.0,-31.25,4.113114385604859
638.9199307250976,,,,,,,,,,,,20102,,,,,,-33.96145534078925,,,,,,0.0038582694349315718,203,,,,,,,,3.927038629055023
599.2991116333008,,,,,,,,,,,,20993,,,,,,-37.206324272871065,,,,,,0.0024872145141125656,212,,,,,,,,3.7365271282196044
601.9118008422852,,,,,,,,,,,,21884,,,,,,-33.25905902020881,,,,,,0.0023682065874527326,221,,,,,,,,3.844109787940979
634.9087332153321,,,,,,,,,,,,22775,,,,,,-31.25284389983959,,,,,,0.0024192143322761695,230,,,,,,,,3.947762145996094
530.3464056396484,,,,,,,,,,,,23666,,,,,,-32.09848451426344,,,,,,0.0022794264833646593,239,,,,,,,,3.670372633934021
536.8602185058594,,,,,,,,,,,,24557,,,,,,-31.31663676953779,,,,,,0.0017072507282500737,248,,,,,,,,3.591077539920807
