eval_info_avarage_normalized_performance,reward_loss,eval_test_rewards,observation_loss,num_episodes,eval_info_sum_normalized_performance,eval_info_final_normalized_performance,train_test_rewards,train_info_sum_performance,kl_loss,train_info_final_performance,train_test_episodes,eval_test_episodes,train_info_final_normalized_performance,num_steps,train_rewards,eval_info_final_performance,eval_info_sum_performance,train_info_sum_normalized_performance,eval_info_avarage_performance,train_info_avarage_normalized_performance,train_info_avarage_performance
0.14476122,5.372727416215639e-05,10.391461312845653,65.50781806945801,374,14.476122,0.1568327,9.906884677286353,9.906885,4.44455913066864,0.10059169,81,90,0.12862554,37031,8.144496775703447,0.10640057,10.391462,12.123078,0.10391462,0.12123077,0.09906884
,4.072810114848835e-05,,64.64644065856933,383,,,,,4.452132475376129,,,,,37922,7.69156394901705,,,,,,
,4.465090334633715e-05,,64.16514225006104,392,,,,,4.368404393196106,,,,,38813,9.471509575714094,,,,,,
,4.81549994492525e-05,,72.44833759307862,401,,,,,4.502775392532349,,,,,39704,10.796720209257604,,,,,,
,6.326190346953808e-05,,88.56348152160645,410,,,,,4.878231470584869,,,,,40595,10.06589641809187,,,,,,
,5.609497462501167e-05,,91.24644626617432,419,,,,,4.866269550323486,,,,,41486,10.565870886478152,,,,,,
,5.2800415655838154e-05,,80.79094291687012,428,,,,,4.701161046028137,,,,,42377,11.239023444247238,,,,,,
,5.419897554020281e-05,,72.18835887908935,437,,,,,4.5260072159767155,,,,,43268,11.18396055533372,,,,,,
,5.263268938506371e-05,,72.91677085876465,446,,,,,4.5932632207870485,,,,,44159,10.715368479741093,,,,,,
,5.3645744892492075e-05,,69.64138488769531,455,,,,,4.4740817165374756,,,,,45050,11.131121472132513,,,,,,
0.031148996,4.863208464485069e-05,8.05177661436856,67.46064556121826,464,3.1148996,0.051244944,8.457376004247196,8.4573765,4.451209497451782,0.08854577,99,108,0.07013202,45941,10.80074989690827,0.08465624,8.051777,5.08444,0.08051776,0.050844405,0.08457375
,4.868241465374012e-05,,67.64081211090088,473,,,,,4.422656433582306,,,,,46832,11.181428199289304,,,,,,
,4.8371591528848515e-05,,68.01998470306397,482,,,,,4.424973733425141,,,,,47723,10.991399342804868,,,,,,
,5.138539105246309e-05,,68.23910751342774,491,,,,,4.491556651592255,,,,,48614,11.448926609942541,,,,,,
,4.951973003699095e-05,,71.88426937103272,500,,,,,4.510788357257843,,,,,49505,8.639098105021992,,,,,,
,6.359611417792621e-05,,74.3819677734375,509,,,,,4.594598693847656,,,,,50396,8.44806157285245,,,,,,
,5.533130294679722e-05,,78.1333557510376,518,,,,,4.654552092552185,,,,,51287,11.807295884207065,,,,,,
,5.7267193442385176e-05,,78.58459503173827,527,,,,,4.650505051612854,,,,,52178,10.183103050174086,,,,,,
,7.228715543533326e-05,,79.19365230560302,536,,,,,4.582388360500335,,,,,53069,12.570583629744394,,,,,,
,5.568364767896128e-05,,73.58077201843261,545,,,,,4.504824440479279,,,,,53960,10.854965641935921,,,,,,
0.06980645,5.529733342882537e-05,8.847872732672675,73.02120727539062,554,6.980644,0.09282348,8.513582415407013,8.513582,4.49973022699356,0.08934228,117,126,0.073999785,54851,11.485004469588151,0.093218766,8.847873,5.357372,0.08847873,0.05357372,0.085135825
,6.338659463835938e-05,,71.75177852630615,563,,,,,4.475446953773498,,,,,55742,11.386766592345971,,,,,,
,5.685840793375973e-05,,74.03377559661865,572,,,,,4.577334082126617,,,,,56633,11.36389395744672,,,,,,
,7.089854118021322e-05,,73.09446147918702,581,,,,,4.582349531650543,,,,,57524,10.826522204593273,,,,,,
,6.152038445179641e-05,,71.89602760314942,590,,,,,4.51083016872406,,,,,58415,11.115590209197132,,,,,,
,6.0714084802384606e-05,,73.2860245513916,599,,,,,4.5314602017402645,,,,,59306,11.022267147524916,,,,,,
,5.5032135587680383e-05,,70.93565326690674,608,,,,,4.478446938991547,,,,,60197,11.636561112343072,,,,,,
,5.440379542051232e-05,,69.35127647399902,617,,,,,4.453210475444794,,,,,61088,9.931411429665973,,,,,,
,4.8508543868592825e-05,,72.1047787475586,626,,,,,4.50056077003479,,,,,61979,10.530063755375572,,,,,,
,5.43376354562497e-05,,72.73561191558838,635,,,,,4.493752408027649,,,,,62870,10.423653359807467,,,,,,
0.079224005,6.251842145502451e-05,9.041814209906999,84.23948230743409,644,7.9224014,0.09736513,8.585820351319573,8.58582,4.8419514179229735,0.09375151,135,144,0.09541043,63761,10.3466016808569,0.09415405,9.041815,5.7081504,0.090418145,0.057081502,0.0858582
,6.2283965471579e-05,,90.21034469604493,653,,,,,4.804554359912872,,,,,64652,9.8812139606491,,,,,,
,7.796571670041885e-05,,99.03162448883057,662,,,,,4.996649837493896,,,,,65543,9.800836789605144,,,,,,
,7.001814879004087e-05,,91.96143966674805,671,,,,,4.906623530387878,,,,,66434,10.261600808078388,,,,,,
,6.343652206851402e-05,,84.24991092681884,680,,,,,4.78065128326416,,,,,67325,10.555402020696086,,,,,,
,6.430661358535871e-05,,83.90312637329102,689,,,,,4.786823205947876,,,,,68216,9.009478646655438,,,,,,
,7.803299347870053e-05,,89.95444248199463,698,,,,,4.853716495037079,,,,,69107,10.480218158107343,,,,,,
,8.016952822799795e-05,,86.63973178863526,707,,,,,4.8442272543907166,,,,,69998,10.745083513250949,,,,,,
,7.637346241608612e-05,,86.57206634521485,716,,,,,4.890281674861908,,,,,70889,10.59248933660134,,,,,,
,8.643730863695964e-05,,83.5865571975708,725,,,,,4.845789375305176,,,,,71780,10.509901932275675,,,,,,
0.03906134,7.870137309510028e-05,8.214720385267622,84.74962047576905,734,3.9061346,0.06900334,7.872620559240245,7.8726206,4.888154649734497,0.08077486,153,162,0.03239743,72671,10.249906966674448,0.08831334,8.214721,2.2449393,0.0821472,0.022449397,0.0787262
,7.734537204669323e-05,,87.50066986083985,743,,,,,4.933388624191284,,,,,73562,11.055535266530153,,,,,,
,6.969811533053871e-05,,81.27979511260986,752,,,,,4.772861723899841,,,,,74453,11.60997022193579,,,,,,
,7.367070611508097e-05,,84.58756896972656,761,,,,,4.864520704746246,,,,,75344,12.059582986351447,,,,,,
,7.337862474741996e-05,,82.79329875946046,770,,,,,4.914111893177033,,,,,76235,11.356504747068302,,,,,,
,8.223463642934802e-05,,84.78691101074219,779,,,,,4.936329991817474,,,,,77126,9.486111316491773,,,,,,
,8.476358525513205e-05,,90.87281410217285,788,,,,,4.995876500606537,,,,,78017,11.638414843995397,,,,,,
,8.497792015987215e-05,,86.83441665649414,797,,,,,4.956975529193878,,,,,78908,10.24083478139675,,,,,,
,7.267107263032813e-05,,86.82285427093505,806,,,,,5.0005414986610415,,,,,79799,11.51032173706069,,,,,,
,7.754637008474674e-05,,84.97496803283691,815,,,,,4.978279719352722,,,,,80690,10.399762626809403,,,,,,
0.045877896,8.294682436826406e-05,8.355097749050962,85.57413581848145,824,4.5877895,0.04668258,8.601772675228606,8.601772,4.955120625495911,0.092832275,171,180,0.09094675,81581,10.531376333852076,0.08371668,8.355098,5.785613,0.083550975,0.05785613,0.08601773
,7.937502343338565e-05,,89.99402687072754,833,,,,,5.03350103855133,,,,,82472,11.329496220688718,,,,,,
,8.741609242861159e-05,,92.54658760070801,842,,,,,5.098650188446045,,,,,83363,12.21396452381826,,,,,,
,7.640389303560368e-05,,92.41228317260742,851,,,,,5.135612721443176,,,,,84254,10.038340042545673,,,,,,
,7.875322926338413e-05,,95.38375579833985,860,,,,,5.085751059055329,,,,,85145,11.172870181965802,,,,,,
,7.52354026917601e-05,,99.97452144622802,869,,,,,5.398198704719544,,,,,86036,9.832787501610678,,,,,,
,8.515924837411148e-05,,101.76338733673096,878,,,,,5.506243181228638,,,,,86927,10.600844474975995,,,,,,
,8.246744475400192e-05,,93.71584224700928,887,,,,,5.536457486152649,,,,,87818,9.817705309620628,,,,,,
,7.849676037949394e-05,,91.59514419555664,896,,,,,5.2188643455505375,,,,,88709,9.559196112416394,,,,,,
,9.075400645087939e-05,,87.92174160003663,905,,,,,5.118971629142761,,,,,89600,9.183142822562228,,,,,,
